"[1, 3, 5, 7, 2, 4, 10, 6, 8, 9, 1]",303,644,0.0,0.0011298656463623047
"[1, 7, 9, 5, 3, 2, 4, 6, 10, 8, 1]",295,672,0.0,0.0
"[1, 3, 5, 6, 4, 10, 7, 9, 8, 2, 1]",369,756,0.0,0.0
"[1, 9, 7, 10, 8, 2, 6, 4, 3, 5, 1]",382,616,0.0,0.0
"[1, 5, 9, 10, 3, 8, 7, 6, 4, 2, 1]",314,616,0.0,0.0
"[1, 4, 2, 6, 8, 3, 7, 10, 5, 9, 1]",311,672,0.0,0.0
"[1, 9, 5, 7, 2, 8, 4, 10, 3, 6, 1]",215,756,0.0,0.0022437572479248047
"[1, 6, 10, 4, 2, 9, 3, 5, 8, 7, 1]",291,700,0.0,0.001077413558959961
"[1, 7, 4, 9, 6, 5, 2, 10, 8, 3, 1]",241,672,0.0,0.0
"[1, 3, 6, 9, 4, 7, 10, 8, 5, 2, 1]",337,756,0.0,0.0
"[1, 10, 2, 9, 7, 5, 3, 6, 4, 8, 1]",327,616,0.0,0.0
"[1, 7, 2, 5, 3, 9, 10, 6, 8, 4, 1]",334,532,0.0,0.0015349388122558594
"[1, 2, 10, 5, 9, 7, 8, 3, 4, 6, 1]",318,588,0.0,0.0
"[1, 2, 7, 9, 5, 3, 4, 8, 6, 10, 1]",285,672,0.0,0.0
"[1, 4, 2, 10, 7, 9, 5, 8, 6, 3, 1]",283,700,0.0,0.0030930042266845703
"[1, 8, 4, 6, 9, 2, 10, 5, 3, 7, 1]",320,588,0.0,0.001005411148071289
"[1, 9, 3, 7, 10, 6, 5, 8, 2, 4, 1]",181,616,0.0,0.0
"[1, 2, 8, 4, 10, 3, 6, 5, 9, 7, 1]",256,560,0.0,0.005321979522705078
"[1, 6, 8, 3, 4, 7, 9, 5, 2, 10, 1]",251,616,0.0,0.0
"[1, 9, 5, 6, 7, 10, 8, 2, 3, 4, 1]",276,784,0.0,0.0
"[1, 10, 5, 6, 7, 3, 8, 4, 9, 2, 1]",290,756,0.015625,0.001997232437133789
"[1, 6, 8, 9, 2, 4, 7, 3, 10, 5, 1]",358,672,0.0,0.005816459655761719
"[1, 6, 3, 10, 4, 5, 2, 9, 8, 7, 1]",209,616,0.0,0.0004000663757324219
"[1, 5, 4, 7, 2, 8, 10, 9, 6, 3, 1]",330,700,0.0,0.0
"[1, 9, 4, 2, 5, 7, 10, 3, 8, 6, 1]",375,616,0.0,0.0
"[1, 4, 7, 10, 8, 9, 6, 5, 3, 2, 1]",273,644,0.0,0.004735231399536133
"[1, 8, 3, 6, 4, 7, 9, 10, 5, 2, 1]",350,644,0.0,0.0005824565887451172
"[1, 6, 3, 8, 2, 5, 10, 9, 7, 4, 1]",256,728,0.0,0.0
"[1, 2, 5, 10, 4, 6, 7, 3, 9, 8, 1]",283,700,0.0,0.009727954864501953
"[1, 3, 10, 2, 9, 8, 5, 7, 6, 4, 1]",259,784,0.0,0.0
